,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income,capital.diff,age.group
27175,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,36,Jamaica,<=50K,0,26-35
27176,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,46-55
27177,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,0,46-55
27178,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,0,17-25
27179,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,26-35
27180,Private,11th,Married-civ-spouse,Other-service,Wife,Black,Female,35,United-States,>50K,0,46-55
27181,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Male,50,United-States,>50K,0,26-35
27182,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,50,United-States,<=50K,0,26-35
27183,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,Peru,<=50K,0,36-45
27184,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,0,36-45
27185,Self-emp-not-inc,Assoc-voc,Never-married,Prof-specialty,Other-relative,White,Male,30,United-States,<=50K,0,26-35
27186,Private,11th,Never-married,Prof-specialty,Own-child,Black,Female,40,United-States,<=50K,0,26-35
27187,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0,17-25
27188,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,0,17-25
27189,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0,56-65
27190,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0,26-35
27191,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,45,Cuba,<=50K,0,56-65
27192,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,46-55
27193,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Female,44,United-States,<=50K,0,46-55
27194,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,<=50K,0,36-45
27195,Federal-gov,Some-college,Married-spouse-absent,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0,26-35
27196,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,45,Outlying-US(Guam-USVI-etc),<=50K,0,17-25
27197,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,0,36-45
27198,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,46-55
27199,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,26-35
27200,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,20,United-States,<=50K,0,17-25
27201,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K,0,26-35
27202,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K,0,26-35
27203,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,<=50K,0,46-55
27204,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,0,26-35
27205,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,37,United-States,<=50K,0,17-25
27206,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0,26-35
27207,Private,7th-8th,Never-married,Machine-op-inspct,Unmarried,White,Male,42,United-States,<=50K,0,26-35
27208,Private,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,84,United-States,>50K,0,36-45
27209,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K,0,36-45
27210,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,42,United-States,<=50K,0,17-25
27211,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,0,17-25
27212,Private,HS-grad,Married-civ-spouse,Sales,Wife,Black,Female,40,United-States,<=50K,0,46-55
27213,Private,Assoc-voc,Separated,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K,0,26-35
27214,Self-emp-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Italy,<=50K,0,56-65
27215,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,17-25
27216,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K,0,36-45
27217,Private,9th,Never-married,Prof-specialty,Own-child,White,Female,12,United-States,<=50K,0,36-45
27218,Private,Bachelors,Divorced,Exec-managerial,Own-child,White,Male,60,United-States,<=50K,0,56-65
27219,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,30,United-States,<=50K,0,17-25
27220,Private,Some-college,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,0,17-25
27221,Private,10th,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0,
27222,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0,17-25
27223,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,0,26-35
27224,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,0,26-35
27225,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,55,United-States,<=50K,0,36-45
27226,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0,17-25
27227,Private,Assoc-voc,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0,46-55
27228,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K,0,17-25
27229,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,0,26-35
27230,Private,12th,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,50,United-States,<=50K,0,17-25
27231,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,0,36-45
27232,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0,36-45
27233,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0,26-35
27234,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,84,United-States,>50K,0,36-45
27235,Private,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Female,40,Mexico,<=50K,0,26-35
27236,Private,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,40,Cuba,<=50K,0,66-90
27237,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,Laos,<=50K,0,36-45
27238,Private,9th,Never-married,Other-service,Unmarried,White,Male,30,Mexico,<=50K,0,17-25
27239,Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,45,United-States,<=50K,0,17-25
27240,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0,36-45
27241,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0,26-35
27242,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,50,United-States,<=50K,0,26-35
27243,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0,26-35
27244,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,56-65
27245,Private,Some-college,Never-married,Sales,Own-child,White,Female,50,United-States,<=50K,0,36-45
27246,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
27247,Private,12th,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
27248,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0,17-25
27249,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,20,United-States,<=50K,0,17-25
27250,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,36,United-States,<=50K,0,17-25
27251,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,0,36-45
27252,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0,26-35
27253,Private,7th-8th,Widowed,Other-service,Unmarried,White,Male,30,United-States,<=50K,0,46-55
27254,Local-gov,HS-grad,Separated,Transport-moving,Own-child,White,Female,25,United-States,<=50K,0,26-35
27255,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K,0,36-45
27256,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,56-65
27257,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,<=50K,0,26-35
27258,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,0,26-35
27259,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,42,United-States,>50K,0,26-35
27260,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0,56-65
27261,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,36-45
27262,Private,12th,Divorced,Transport-moving,Other-relative,Black,Male,35,United-States,<=50K,0,56-65
27263,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,Canada,>50K,0,26-35
27264,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,36-45
27265,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,46-55
27266,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0,46-55
27267,Private,7th-8th,Never-married,Other-service,Own-child,White,Male,33,United-States,<=50K,0,17-25
27268,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0,36-45
27269,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,United-States,<=50K,0,17-25
27270,Private,Assoc-acdm,Separated,Adm-clerical,Unmarried,White,Male,40,United-States,<=50K,0,36-45
27271,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
27272,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,30,United-States,<=50K,0,26-35
27273,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,24,United-States,<=50K,0,36-45
27274,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K,0,26-35
27275,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,>50K,0,56-65
27276,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
27277,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,<=50K,0,17-25
27278,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0,46-55
27279,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,46-55
27280,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,0,46-55
27281,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
27282,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,0,36-45
27283,Self-emp-inc,Some-college,Separated,Sales,Not-in-family,White,Female,40,United-States,<=50K,0,46-55
27284,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,46-55
27285,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,0,26-35
27286,Private,10th,Never-married,Prof-specialty,Own-child,White,Female,38,United-States,<=50K,0,26-35
27287,Private,Some-college,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,50,United-States,>50K,0,36-45
27288,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,>50K,0,26-35
27289,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,6,South,<=50K,0,26-35
27290,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,0,36-45
27291,Private,11th,Never-married,Other-service,Other-relative,White,Male,30,Mexico,<=50K,0,26-35
27292,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,35,United-States,<=50K,0,17-25
27293,Private,HS-grad,Divorced,Sales,Own-child,White,Female,40,United-States,<=50K,0,46-55
27294,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45,Mexico,<=50K,0,46-55
27295,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,El-Salvador,<=50K,0,46-55
27296,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K,0,46-55
27297,Private,Bachelors,Widowed,Prof-specialty,Not-in-family,Other,Female,35,United-States,<=50K,0,66-90
27298,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K,0,46-55
27299,Private,7th-8th,Widowed,Protective-serv,Not-in-family,White,Male,30,United-States,<=50K,0,66-90
27300,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,<=50K,0,17-25
27301,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0,17-25
27302,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,36-45
27303,Private,Assoc-acdm,Divorced,Adm-clerical,Own-child,White,Female,35,United-States,<=50K,0,26-35
27304,Private,Some-college,Never-married,Other-service,Own-child,White,Female,16,United-States,<=50K,0,17-25
27305,Private,Masters,Widowed,Prof-specialty,Not-in-family,White,Male,6,United-States,<=50K,0,66-90
27306,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,45,United-States,<=50K,0,56-65
27307,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,0,26-35
27308,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,60,Nicaragua,<=50K,0,36-45
27309,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0,17-25
27310,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0,36-45
27311,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,26-35
27312,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,4,United-States,<=50K,0,26-35
27313,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,0,26-35
27314,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,26-35
27315,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,75,United-States,>50K,0,36-45
27316,Private,11th,Never-married,Other-service,Other-relative,White,Female,12,United-States,<=50K,0,
27317,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,>50K,0,36-45
27318,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,45,United-States,<=50K,0,36-45
27319,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K,0,46-55
27320,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K,0,17-25
27321,Self-emp-not-inc,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,0,36-45
27322,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,52,Jamaica,<=50K,0,26-35
27323,Local-gov,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,35,United-States,<=50K,0,56-65
27324,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,United-States,<=50K,0,26-35
27325,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,0,56-65
27326,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,26-35
27327,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,32,United-States,<=50K,0,36-45
27328,Private,Some-college,Never-married,Other-service,Own-child,White,Female,50,United-States,<=50K,0,26-35
27329,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,38,United-States,<=50K,0,26-35
27330,State-gov,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0,56-65
27331,Private,Some-college,Separated,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0,36-45
27332,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,32,United-States,>50K,0,46-55
27333,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,0,36-45
27334,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,0,36-45
27335,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,40,Germany,<=50K,0,36-45
27336,Self-emp-inc,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,50,Iran,>50K,0,26-35
27337,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,56-65
27338,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
27339,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,0,26-35
27340,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,70,United-States,>50K,0,46-55
27341,Private,Bachelors,Never-married,Other-service,Own-child,Black,Female,36,United-States,<=50K,0,46-55
27342,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,70,United-States,<=50K,0,17-25
27343,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,26-35
27344,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,36,United-States,<=50K,0,17-25
27345,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,36-45
27346,State-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0,36-45
27347,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,>50K,0,26-35
27348,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K,0,66-90
27349,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States,<=50K,0,26-35
27350,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,52,United-States,<=50K,0,46-55
27351,Private,Assoc-voc,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0,46-55
27352,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0,36-45
27353,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
27354,Private,HS-grad,Separated,Prof-specialty,Unmarried,Black,Female,25,United-States,<=50K,0,26-35
27355,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0,56-65
27356,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,Vietnam,<=50K,0,17-25
27357,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,30,United-States,<=50K,0,26-35
27358,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Iran,>50K,0,46-55
27359,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
27360,Private,HS-grad,Never-married,Sales,Other-relative,Black,Female,37,United-States,<=50K,0,17-25
27361,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0,36-45
27362,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,36-45
27363,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,>50K,0,36-45
27364,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,45,Germany,<=50K,0,26-35
27365,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,17-25
27366,State-gov,Assoc-voc,Divorced,Adm-clerical,Not-in-family,Black,Female,44,United-States,<=50K,0,46-55
27367,Private,Bachelors,Separated,Prof-specialty,Own-child,Other,Female,40,United-States,<=50K,0,46-55
27368,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,36,United-States,>50K,0,36-45
27369,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,<=50K,0,17-25
27370,Private,HS-grad,Separated,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K,0,46-55
27371,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,0,36-45
27372,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,17-25
27373,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,56-65
27374,Private,11th,Widowed,Adm-clerical,Unmarried,White,Female,20,United-States,<=50K,0,66-90
27375,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Female,40,United-States,<=50K,0,17-25
27376,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,50,United-States,<=50K,0,56-65
27377,Private,11th,Never-married,Other-service,Own-child,White,Female,12,United-States,<=50K,0,
27378,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0,46-55
27379,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,0,36-45
27380,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,36-45
27381,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,99,United-States,>50K,0,26-35
27382,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
27383,Private,Some-college,Separated,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,17-25
27384,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,0,36-45
27385,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,46-55
27386,Private,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,22,United-States,<=50K,0,17-25
27387,Private,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,White,Male,48,United-States,<=50K,0,17-25
27388,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K,0,56-65
27389,Private,Preschool,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,China,<=50K,0,46-55
27390,Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,0,17-25
27391,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0,56-65
27392,Self-emp-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Female,8,United-States,<=50K,0,17-25
27393,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,<=50K,0,36-45
27394,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
27395,State-gov,Assoc-voc,Widowed,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K,0,56-65
27396,Private,Bachelors,Married-spouse-absent,Tech-support,Unmarried,Black,Female,40,United-States,<=50K,0,26-35
27397,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Yugoslavia,>50K,0,36-45
27398,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,40,United-States,<=50K,0,26-35
27399,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K,0,36-45
27400,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Unmarried,White,Male,50,United-States,<=50K,0,26-35
27401,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,United-States,<=50K,0,56-65
27402,Private,7th-8th,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,0,26-35
27403,Federal-gov,Assoc-voc,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,>50K,0,36-45
27404,Private,9th,Never-married,Handlers-cleaners,Other-relative,Black,Male,37,United-States,<=50K,0,46-55
27405,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,50,United-States,<=50K,0,36-45
27406,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,0,36-45
27407,Self-emp-not-inc,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Male,65,United-States,<=50K,0,66-90
27408,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0,17-25
27409,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Male,40,United-States,<=50K,0,17-25
27410,Private,Some-college,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,0,17-25
27411,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K,0,26-35
27412,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0,56-65
27413,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
27414,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,20,United-States,<=50K,0,46-55
27415,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,45,United-States,<=50K,0,46-55
27416,Self-emp-inc,12th,Divorced,Craft-repair,Not-in-family,White,Male,10,United-States,<=50K,0,36-45
27417,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,0,36-45
27418,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,99,United-States,<=50K,0,46-55
27419,Private,11th,Never-married,Sales,Own-child,White,Female,16,United-States,<=50K,0,
27420,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K,0,46-55
27421,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,36-45
27422,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,0,36-45
27423,Self-emp-not-inc,10th,Divorced,Other-service,Not-in-family,Black,Female,10,United-States,<=50K,0,46-55
27424,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K,0,36-45
27425,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0,46-55
27426,Local-gov,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,>50K,0,36-45
27427,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,0,26-35
